sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;linea_de_credito
Femenino;comercio;restaurante;santa cruz;2;2.0;28/02/2018;4000000;microempresarial
Femenino;industria;fabrica de alimentos;popular;2;1.0;17/08/2017;7000000;microempresarial
Masculino;industria;fabrica de ;robledo;2;7.0;5/12/2017;7000000;microempresarial
Femenino;industria;fabrica de ;santo domingo savio ;1;1.0;6/07/2018;3500000;microempresarial
Femenino;comercio;variedades;castilla;3;5.0;23/03/2018;7800000;microempresarial
Femenino;industria;fabrica de ;el socorro;2;13.0;17/04/2018;7800000;microempresarial
Femenino;comercio;comidas rapidas;la pradera;3;13.0;20/04/2017;$ 7,377,000.00;microempresarial
Femenino;industria;fabrica de ;buenos aires;1;9.0;5/06/2018;600000;microempresarial
Femenino;servicio;peluqueria;manrique central no. 1;3;4.0;19/01/2018;5500000;microempresarial
Masculino;comercio;variedades;aranjuez;2;4.0;25/08/2016;2000000;MICROEMPRESARIAL
Femenino;comercio;TIENDA;santa rosa de lima;1;13.0;22/05/2017;4000000;microempresarial
Masculino;comercio;tienda de helados;jesus nazareno;3;10.0;22/08/2016;6890000;microempresarial
Femenino;comercio;almacen de ropa en ;robledo;2;7.0;8/11/2018;$ 4,000,000.00;microempresarial
Femenino;comercio;almacen de ropa en ;san javier no.1;3;13.0;4/05/2018;$ 7,000,000.00;microempresarial
Femenino;industria;fabrica de ;doce de octubre no. 1;2;6.0;24/05/2016;6890000;microempresarial
Femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;15/02/2019;5250000;microempresarial
Femenino;agropecuaria;almacen de ropa en ;buenos aires;3;9.0;6/02/2017;4400000;credioportuno
Femenino;industria;fabrica de ;san german;3;7.0;26/09/2016;4000000;microempresarial
Femenino;comercio;comidas rapidas;san pablo;2;1.0;14/06/2018;2000000;microempresarial
Femenino;Comercio;comidas rapidas;belalcazar;2;5.0;23/02/2017;$ 5,000,000.00;Microempresarial
Masculino;servicio;publicidad y ;vrda. san cristobal ;3;60.0;2/02/2016;9000000;empresarial ed. 
Masculino;industria;fabrica de ;san javier no.1;2;13.0;21/02/2018;5000000;microempresarial
Femenino;comercio;restaurante;guayabal;3;15.0;6/06/2017;7377000;microempresarial
Femenino;servicio;lavadero de ;buenos aires;2;9.0;20/04/2018;5000000;microempresarial
Femenino;servicio;cafe e internet;enciso;1;8.0;18/04/2017;7000000;microempresarial
Femenino;industria;fabrica de ;la pradera;3;13.0;13/10/2017;7377000;microempresarial
Femenino;comercio;almacen de ropa en ;tricentenario;3;5.0;17/11/2016;6890000;microempresarial
Femenino;comercio;papeleria;manrique central no. 2;1;3.0;14/04/2016;5000000;microempresarial
Masculino;industria;taller de mecanica;granizal;2;1.0;22/06/2018;780000;microempresarial
Femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;13/09/2017;7377000;microempresarial
Femenino;servicio;peluqueria;manrique central no. 2;1;3.0;6/12/2017;7300000;microempresarial
Femenino;comercio;restaurante;manrique central no. 1;1;4.0;7/07/2017;7377000;microempresarial
Femenino;comercio;almacen de ropa en ;san javier no.1;1;13.0;7/06/2018;1200000;microempresarial
Femenino;servicio;peluqueria;villatina;1;8.0;6/04/2018;7000000;MICROEMPRESARIAL
Masculino;servicio;mantenimiento en ;villatina;2;8.0;1/02/2017;6000000;microempresarial
Femenino;comercio;fabrica de ;san javier no.1;1;13.0;18/07/2018;$ 2,500,000.00;microempresarial
Masculino;comercio;tienda;picacho;1;6.0;15/11/2018;7000000;microempresarial
Masculino;industria;fabrica de colchones;la floresta;2;12.0;20/02/2018;7300000;microempresarial
Femenino;comercio;almacen de ropa en ;calasanz;2;12.0;13/11/2018;7800000;microempresarial
Masculino;industria;fabrica de ;manrique oriental;2;3.0;6/03/2017;7300000;microempresarial
Masculino;comercio;almacen de ropa en ;popular;2;1.0;29/10/2018;7800000;Microempresarial
Masculino;industria;panaderia;enciso;2;8.0;9/04/2018;7800000;microempresarial
Femenino;industria;fabrica de alimentos;campo valdes no. 1;3;4.0;29/08/2018;7800000;microempresarial
Femenino;comercio;variedades;enciso;2;8.0;16/01/2018;7000000;microempresarial
Femenino;industria;fabrica de calzado;enciso;1;8.0;7/11/2017;73000000;microempresarial
Femenino;comercio;almacen de ropa en ;robledo;2;7.0;11/10/2016;6000000;microempresarial
Masculino;servicio;barberia;campo valdes no. 1;3;4.0;30/11/2016;6890000;microempresarial
Masculino;comercio;cerrajeria;el pinal;2;8.0;10/01/2017;7377710;microempresarial
Femenino;comercio;taller de mecanica;robledo;3;7.0;23/08/2017;7370000;microempresarial
Femenino;industria;fabrica de ;la floresta;3;12.0;23/02/2017;4500000;microempresarial
Femenino;servicio;peluqueria;robledo;2;7.0;9/08/2017;6000000;microempresarial
Femenino;servicio;comidas rapidas;centro admtivo;1;10.0;8/04/2016;4136729;microempresarial
Femenino;industria;fabrica de ;el socorro;2;13.0;14/02/2017;7377000;microempresarial
Femenino;comercio;variedades;manrique central no. 2;3;3.0;23/08/2016;3500000;microempresarial
Femenino;comercio;variedades;loreto;3;9.0;26/04/2017;7370000;microempresarial
Masculino;industria;fabrica de ;san javier no.1;3;13.0;6/02/2018;5000000;microempresarial
Femenino;comercio;variedades;enciso;1;60.0;1/08/2017;5000000;microempresarial
Femenino;comercio;tienda;20 de julio;2;13.0;20/02/2017;5000000;microempresarial
Masculino;industria;fabrica de ;castilla;2;5.0;16/07/2018;7800000;microempresarial
Femenino;industria;fabrica de ;calasanz;3;12.0;11/11/2016;6800000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;31/08/2017;3000000;microempresarial
Masculino;servicio;comidas rapidas;picacho;1;6.0;24/04/2017;7377000;microempresarial
Femenino;comercio;cafeteria;toscana;3;5.0;28/02/2018;3000000;microempresarial
Masculino;comercio;comidas rapidas;aranjuez;2;4.0;27/04/2018;2000000;microempresarial
Femenino;comercio;comidas rapidas;santa cruz;2;2.0;31/05/2018;7800000;microempresarial
Femenino;industria;fabrica de ;villa hermosa;3;8.0;22/05/2018;7000000;microempresarial
Femenino;industria;fabrica de ;guayabal;1;15.0;7/04/2016;6890000;microempresarial
Femenino;servicio;peluqueria;robledo;3;7.0;4/07/2017;7377000;microempresarial
Masculino;SERVICIO;peluqueria;TEJELO;3;5.0;26/04/2017;7300000;microempresarial
Femenino;comercio;variedades;cabecera san cristobal;2;60.0;24/09/2018;6000000;microempresarial
Femenino;industria;fabrica de ;doce de octubre no. 1;2;6.0;8/08/2017;7000000;microempresarial
Femenino;servicio;comidas rapidas;pedregal;3;6.0;1/04/2016;6800000;microempresarial
Femenino;industria;fabrica de ;alfonso lopez;3;5.0;27/11/2017;3000000;microempresarial
Femenino;comercio;restaurante;francisco antonio zea;2;5.0;12/09/2017;6000000;microempresarial
Femenino;comercio;distribuidora de ;la francia;2;2.0;25/07/2017;6500000;microempresarial
Femenino;servicio;tienda;belen;2;16.0;9/05/2019;2200000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;20/09/2017;1500000;microempresarial
Femenino;servicio;peluqueria;aranjuez;1;4.0;6/06/2018;3000000;microempresarial
Femenino;comercio;tienda;villatina;1;8.0;25/06/2019;5000000;microempresarial
Masculino;comercio;tienda;VILLA HERMOSA;3;8.0;29/09/2017;7370000;microempresarial
Masculino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;25/07/2018;7800000;microempresarial
Femenino;COMERCIO;variedades;santo domingo savio ;1;1.0;5/06/2018;5000000;microempresarial
Femenino;comercio;tienda;moravia;1;4.0;7/02/2018;7800000;microempresarial
Masculino;comercio;venta de calzado;manrique central no. 1;2;4.0;2/05/2019;3000000;microempresarial
Femenino;comercio;legumbreria;pedregal alto;2;60.0;28/11/2018;5000000;microempresarial
Femenino;comercio;variedades;enciso;1;8.0;20/02/2018;6000000;microempresarial
Femenino;servicio;papeleria;san javier no.1;2;13.0;30/11/2016;3000000;microempresarial
Femenino;servicio;restaurante;manrique central no. 2;1;3.0;10/03/2016;6890000;microempresarial
Femenino;industria;fabrica de ;barrio caicedo;1;9.0;2/08/2018;7800000;microempresarial
Femenino;servicio;comidas rapidas;manrique central no. 2;1;3.0;25/04/2016;3000000;microempresarial
Masculino;comercio;variedades;manrique central no. 2;2;3.0;27/08/2018;7800000;microempresarial
Femenino;servicio;tienda de helados;juan xxiii la quiebra;2;13.0;16/01/2018;4000000;microempresarial
Masculino;comercio;cafe e internet;cabecera san antonio ;2;80.0;5/06/2017;5500000;microempresarial
Femenino;comercio;charcuteria;el socorro;2;13.0;6/10/2016;6890000;microempresarial
Masculino;comercio;tienda;versalles no. 2;1;3.0;19/09/2016;6890000;microempresarial
Femenino;comercio;variedades;ROBLEDO;2;7.0;11/03/2016;6800000;microempresarial
Masculino;industria;fabrica de ;POPULAR;2;1.0;16/04/2018;5000000;microempresarial
Masculino;comercio;variedades;LA CANDELARIA;3;10.0;28/06/2017;6000000;microempresarial
Femenino;servicio;peluqueria;SANTO DOMINGO SAVIO ;1;1.0;3/10/2018;3000000;microempresarial
Femenino;comercio;variedades;belencito;2;13.0;29/01/2018;7800000;microempresarial
Masculino;servicio;barberia;san javier no.1;3;13.0;12/04/2018;6000000;microempresarial
Femenino;comercio;variedades;Andalucia;2;2.0;25/05/2018;4000000;Microempresarial
Masculino;comercio;variedades;san german;3;7.0;25/04/2018;19531000;empresarial ed. 
Masculino;comercio;tienda;castilla;3;5.0;10/04/2019;4000000;microempresarial
Masculino;servicio;Lavadero De ;la loma;2;60.0;6/09/2017;7300000;microempresarial
Femenino;comercio;almacen de ropa en ;la francia;2;2.0;3/08/2018;4500000;MICROEMPRESARIAL
Femenino;agropecuaria;criadero de animales ;manrique central no. 1;1;4.0;28/08/2017;5000000;microempresarial
Femenino;industria;fabrica de ;villa del socorro;2;2.0;26/10/2018;780000;microempresarial
Femenino;servicio;peluqueria;campo valdes no. 1;2;4.0;3/11/2017;7300000;Microempresarial
Femenino;comercio;variedades;robledo;1;7.0;2/03/2017;3000000;microempresarial
Femenino;comercio;variedades;la esperanza;1;6.0;29/05/2018;3500000;microempresarial
Femenino;comercio;papeleria;villa flora;2;7.0;28/11/2016;6890000;microempresarial
Masculino;comercio;tienda;juan xxiii la quiebra;1;13.0;20/05/2019;8200000;microempresarial
Masculino;comercio;variedades;buenos aires;3;9.0;26/10/2017;32000000;empresarial ed. 
Femenino;industria;tienda;castilla;3;5.0;7/03/2019;5000000;microempresarial
Masculino;comercio;tienda;el salvador;3;9.0;8/05/2018;7800000;microempresarial
Femenino;servicio;mantenimiento en ;san javier no.1;2;12.0;24/04/2019;7500000;microempresarial
Femenino;comercio;almacen de ropa en ;las brisas;3;5.0;27/01/2017;6000000;microempresarial
Masculino;comercio;variedades;santa cruz;2;2.0;12/09/2017;3000000;microempresarial
Femenino;comercio;variedades;manrique oriental;3;3.0;31/05/2019;7500000;microempresarial
Masculino;comercio;tienda;la esperanza;1;6.0;11/05/2017;2000000;microempresarial
Masculino;comercio;deposito de ;manrique central no. 2;2;3.0;13/12/2016;6890000;microempresarial
Femenino;COMERCIO;variedades;enciso;2;8.0;9/08/2018;7800000;microempresarial
Masculino;comercio;taller de electronica;villa niza;2;2.0;15/03/2017;3000000;microempresarial
Masculino;comercio;distribuidora de ;robledo;2;7.0;27/04/2018;7800000;Microempresarial
Femenino;comercio;almacen de ropa en ;cabecera san cristobal;2;60.0;26/10/2018;7000000;microempresarial
Femenino;comercio;almacen de ropa en ;manrique central no. 2;2;3.0;12/04/2018;7800000;microempresarial
Femenino;comercio;variedades;la francia;2;2.0;23/05/2017;7000000;microempresarial
Femenino;servicio;variedades;pedregal;3;6.0;23/11/2016;6890000;microempresarial
Femenino;comercio;variedades;manrique central no. 1;2;4.0;24/10/2018;7000000;microempresarial
Masculino;comercio;papeleria;san javier no.1;2;13.0;2/05/2016;5000000;microempresarial
Masculino;comercio;variedades;belen;3;16.0;12/07/2017;7000000;microempresarial
Femenino;servicio;productos de belleza;enciso;2;8.0;24/08/2018;7000000;microempresarial
Masculino;comercio;variedades;doce de octubre no. 1;2;6.0;12/07/2017;29909900;microempresarial
Femenino;servicio;peluqueria;robledo;2;7.0;23/05/2018;4000000;microempresarial
Femenino;comercio;tienda;santa cruz;2;2.0;18/03/2019;5000000;microempresarial
Femenino;comercio;miscelanea;olaya herrera;1;7.0;20/10/2016;$ 4,000,000.00;microempresarial
Femenino;industria;fabrica de ;blanquizal;1;13.0;13/05/2019;1500000;microempresarial
Femenino;comercio;tienda;castilla;2;5.0;27/11/2017;7300000;microempresarial
Femenino;servicio;miscelanea;buenos aires;1;9.0;22/12/2016;6890000;microempresarial
Femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;24/08/2017;7000000;MICROEMPRESARIAL
Femenino;servicio;peluqueria;castilla;3;5.0;30/04/2018;7000000;microempresarial
Masculino;comercio;drogueria;manrique central no. 1;2;4.0;12/03/2018;7000000;microempresarial
Femenino;servicio;peluqueria;guayabal;3;7.0;28/02/2019;7500000;microempresarial
Masculino;comercio;peluqueria;santander;2;6.0;31/08/2017;7000000;microempresarial
Masculino;comercio;legumbreria;sucre;3;8.0;17/01/2017;7000000;microempresarial
Masculino;industria;fabrica de helados;picacho;2;6.0;8/03/2016;6000000;microempresarial
Femenino;industria;fabrica de ;robledo;1;7.0;6/06/2018;2300000;microempresarial
Masculino;servicio;mantenimiento en ;manrique central no. 2;3;3.0;24/02/2016;6443500;microempresarial
Masculino;comercio;taller de electronica;belencito;2;13.0;1/08/2017;4000000;microempresarial
Masculino;comercio;variedades;villa hermosa;3;8.0;6/03/2018;5500000;microempresarial
Masculino;comercio;variedades;la francia;2;2.0;19/04/2017;7370000;microempresarial
Femenino;comercio;tienda naturista;cabecera san antonio ;3;80.0;7/03/2018;5500000;microempresarial
Femenino;industria;fabrica de ;castilla;2;5.0;17/01/2017;6000000;microempresarial
Masculino;comercio;Tienda;robledo;2;7.0;24/11/2017;7377000;microempresarial
Masculino;comercio;almacen de ropa en ;belalcazar;3;5.0;28/06/2019;2200000;microempresarial
Masculino;comercio;comidas rapidas;pedregal;3;6.0;22/06/2018;3000000;microempresarial
Femenino;comercio;comidas rapidas;belen;2;16.0;3/10/2018;1200000;microempresarial
Femenino;comercio;comidas rapidas;santa cruz;2;2.0;19/01/2017;5000000;microempresarial
Femenino;comercio;tienda;enciso;1;8.0;20/06/2017;7377000;microempresarial
Masculino;servicio;variedades;belen;2;16.0;31/07/2017;7300000;microempresarial
Masculino;comercio;distribuidora de ;el pinal;1;8.0;12/04/2016;27000000;empresarial ed. 
Masculino;servicio;Barberia;alfonso lopez;2;5.0;11/10/2017;4000000;microempresarial
Femenino;comercio;almacen de ropa en ;san javier no.1;2;13.0;5/04/2019;6000000;microempresarial
Femenino;industria;fabrica de ;carpinelo;1;1.0;24/07/2018;5000000;microempresarial
Masculino;servicio;mantenimiento en ;castilla;2;5.0;13/03/2018;5000000;microempresarial
Femenino;comercio;comidas rapidas;aranjuez;2;4.0;9/04/2018;4500000;microempresarial
Femenino;comercio;organizacion y ;santo domingo savio ;2;1.0;2/05/2018;7800000;microempresarial
Femenino;comercio;variedades;villa hermosa;3;8.0;27/06/2018;$ 7,800,000.00;microempresarial
Femenino;comercio;tienda;santo domingo savio ;1;1.0;14/09/2018;7800000;microempresarial
Femenino;industria;fabrica de ;Maria Cano ;1;3.0;1/03/2018;3000000;microempresarial
Femenino;INDUSTRIA;fabrica de ;la francia;2;2.0;14/09/2018;4500000;microempresarial
Femenino;servicio;peluqueria;pablo vi;2;2.0;29/01/2018;7500000;MICROEMPRESARIAL
Femenino;comercio;cafe e internet;enciso;3;8.0;12/07/2016;5000000;microempresarial
Femenino;comercio;productos de belleza;andalucia;2;2.0;21/04/2017;7000000;microempresarial
Masculino;industria;fabrica de ;robledo;2;7.0;11/04/2018;7000000;microempresarial
Femenino;comercio;peluqueria;picacho;1;6.0;13/03/2018;7000000;microempresarial
Femenino;servicio;fabrica de ;santa cruz;2;2.0;23/05/2017;7000000;microempresarial
Masculino;industria;fabrica de calzado;castilla;3;5.0;23/07/2018;7600000;microempresarial
Masculino;industria;carpinteria;buenos aires;3;9.0;30/06/2016;6890000;microempresarial
Masculino;servicio;mantenimiento en ;san javier no.2;1;13.0;25/10/2018;7800000;microempresarial
Masculino;comercio;variedades;san jose de la cima no. ;1;3.0;9/11/2017;2500000;microempresarial
Femenino;servicio;fabrica de ceramica;olaya herrera;1;7.0;18/10/2018;5000000;microempresarial
Femenino;comercio;comidas rapidas;la francia;2;2.0;7/12/2016;4000000;microempresarial
Femenino;COMERCIO;tienda;cabecera san cristobal;1;60.0;12/04/2018;1200000;microempresarial
Femenino;comercio;comidas rapidas;enciso;2;8.0;28/11/2017;7377000;microempresarial
Masculino;industria;panaderia;aranjuez;2;4.0;17/04/2018;7800000;microempresarial
Femenino;comercio;tienda;campo valdes no. 1;2;4.0;1/02/2018;7800000;microempresarial
Femenino;comercio;peluqueria;manrique oriental;3;3.0;21/06/2016;4000000;microempresarial
Masculino;industria;carpinteria;kennedy;2;6.0;20/11/2017;7000000;microempresarial
Femenino;comercio;comidas rapidas;moravia;2;4.0;23/06/2017;7377000;microempresarial
Femenino;comercio;comidas rapidas;robledo;2;7.0;8/07/2016;$ 5,000,000.00;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;3;4.0;13/09/2017;7370000;microempresarial
Masculino;comercio;distribuidora de ;belencito;2;13.0;21/12/2018;7800000;microempresarial
Masculino;servicio;restaurante;san javier no.1;3;13.0;3/06/2016;6890000;microempresarial
Femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;17/09/2018;4000000;microempresarial
Femenino;servicio;barberia;enciso;2;8.0;28/12/2016;4000000;microempresarial
Masculino;comercio;marroquineria;la floresta;2;12.0;1/11/2017;7300000;microempresarial
Femenino;comercio;variedades;manrique central no. 1;1;4.0;13/02/2017;5000000;microempresarial
Femenino;comercio;variedades;tricentenario;2;5.0;16/04/2018;7800000;microempresarial
Femenino;servicio;peluqueria;guayabal;3;15.0;1/11/2017;7377000;microempresarial
Femenino;comercio;variedades;Castilla;3;5.0;28/01/2019;8000000;microempresarial
Femenino;comercio;comidas rapidas;robledo;3;9.0;9/03/2017;7300000;microempresarial
Femenino;INDUSTRIA;fabrica de ;buenos aires;3;9.0;7/12/2016;$ 6,000,000.00;microempresarial
Femenino;servicio;peluqueria;cordoba;3;7.0;28/02/2018;$ 6,000,000.00;microempresarial
Masculino;comercio;variedades;cabecera san cristobal;1;60.0;18/09/2018;3000000;microempresarial
Femenino;comercio;panaderia;santa cruz;2;2.0;17/05/2018;10000000;empresarial ed. 
